Speaker,Text,Null copula,Person/num. agreement,Multiple negators,Existential it/dey,Perfect done,Remote past BIN,Habitual be
B:,He was just getting started with the boxing and everything.,0,0,0,0,0,0,0
W:,"That was an interesting time for his life, too.",0,0,0,0,0,0,0
B:,"Yes, yes.",0,0,0,0,0,0,0
B:,"Yes, it was fascinating.",0,0,0,0,0,0,0
W:,Was he an interesting —?,0,0,0,0,0,0,0
B:,He was pretty .,0,0,0,0,0,0,0
B:,And he was talking to—,0,0,0,0,0,0,0
W:,"Yeah; full disclosure, he’s one of my favorite people.",0,0,0,0,0,0,0
B:,Yeah.,0,0,0,0,0,0,0
B:,"Yeah, and at the time, he hadn’t become really known for his defiance of the things that he saw as immoral.",0,0,0,0,0,0,0
B:,But he was just starting his career .,0,0,0,0,0,0,0
B:,"He was loud, and he was promoting himself.",0,0,0,0,0,0,0
B:,"But he was still a figure that was saying something , and someone that you wanted to know , “What is this person all about ?”",0,0,0,0,0,0,0
B:,But I think Adam Clayton Powell was the most prominent person that I remember.,0,0,0,0,0,0,0
B:,"So I think I was more of a warrior on the campus scene in terms of all the things that were happening, the sit -in at Tigert Hall, the takeover of Tigert Hall by the Black students my senior —",0,0,0,0,0,0,0
W:,"Now, I’ve heard of that.",0,0,0,0,0,0,0
B:,—my senior year.,0,0,0,0,0,0,0
W:,What was that all about?,0,0,0,0,0,0,0
B:,"Well, they felt that Tigert was not responsive to the needs of Black students .",0,0,0,0,0,0,0
B:,"And so, they were going to sit in until certain demands were made .",0,0,0,0,0,0,0
B:,"And I don’t remember exactly what all the demands were, but I believe that establishing Black culture courses —I think that was a part of the demand, to have some Black history, or African—",0,0,0,0,0,0,0
W:,And you didn’t participate in that.,0,0,0,0,0,0,0
B:,I didn’t participate .,0,0,0,0,0,0,0
B:,"And that was heavy on my mind , because I was not —of course I was sympathetic .",0,0,0,0,0,0,0
B:,"But by the same token, I felt like I couldn’t afford to put myself in a position to be thrown out of school , because so much was riding on me in terms of my family’s expectations.",0,0,0,0,0,0,0
B:,"And so it was hard, it was hard for me.",0,0,0,0,0,0,0
B:,It was very hard.,0,0,0,0,0,0,0
W:,"Now that’s, on a social level that’s interesting.",0,0,0,0,0,0,0
W:,What about scholastically?,0,0,0,0,0,0,0
W:,What was it like to come to University of Florida as either a general or an African American student?,0,0,0,0,0,0,0
B:,"Well, before I came, I received a lot of scary stories about how , “Oh, the courses are so hard; you’re not prepared; you’re going to fail ; blah blah blah blah blah blah. ”",0,0,0,0,0,0,0
B:,But I had come from a segregated school .,0,0,0,0,0,0,0
B:,"The whole system from grade one through twelve, I’d been with only Black kids.",0,0,0,0,0,0,0
B:,"I had gone to junior college, where I was always the only Black student in there, but I had been raised in that segregated situation to think that I was very special.",0,0,0,0,0,0,0
B:,"And that I was the cat’s meow, that I was somebody !",0,0,0,0,0,0,0
B:,"And so, I really didn’t feel intimidated by what I was told.",0,0,0,0,0,0,0
B:,And I said—,0,0,0,0,0,0,0
W:,"Now, who was telling you this?",0,0,0,0,0,0,0
B:,"Just other Black people, people in general.",0,0,0,0,0,0,0
B:,"And I don’t know where they received their information from, but they felt like—well they felt like,",0,0,0,0,0,0,0
B:,"okay, they felt like my education was inferior because it was separate.",0,0,0,0,0,0,0
B:,"And used to get the old books , and really not a lot of financial support —not as much in terms of materials and all that as the predominantly White schools.",0,0,0,0,0,0,0
B:,"So therefore, everyone concluded that the education was inferior.",0,0,0,0,0,0,0
W:,But this was Black students telling you this.,0,0,0,0,0,0,0
B:,These were mostly  lack people telling me this.,0,0,0,0,0,0,0
W:,What about the teachers?,0,0,0,0,0,0,0
B:,The teachers always told me I could do whatever I wanted to do.,0,0,0,0,0,0,0
B:,"But people just in the community felt like, “Oh, okay” —and I think they basically felt that because it was an all -White institution— that when I went in, I would be ostracized, I would be treated negatively, I would fail, I couldn’t measure up.",0,0,0,0,0,0,0
B:,But I never bought into it.,0,0,0,0,0,0,0
B:,"And I said, “Well, we’ll see. ”",0,0,0,0,0,0,0
B:,"And so , when I came, I really came with a lot of experimental year where they were given a key .",0,0,0,0,0,0,0
B:,"They could come in any time they wanted, and they could let themselves in the locked dormitory with their key, but they could not let anyone else in with their key.",0,0,0,0,0,0,0
B:,"So, that’s when they first started to experiment with giving more freedom.",0,0,0,0,0,0,0
B:,"If you were a junior, you still had to check out, and you used to had to otherwise be in by twelve .",0,0,0,0,0,0,0
B:,"I’m not sure when they stopped that, because I graduated in  69.",0,0,0,0,0,0,0
B:,"And you know, when I came back, I wasn’t in the dormitories.",0,0,0,0,0,0,0
B:,"But I think that was kind of unique, because when my daughter was here in, she came in  91, graduated in 95, the boys could come in; I know there were boys that spent the night.",0,0,0,0,0,0,0
B:,"I can remember going into the restroom , and boy meeting me coming out, and I’m going, “Whoa!”",0,0,0,0,0,0,0
W:,A lot of changes between 1969 and 1990.,0,0,0,0,0,0,0
B:,"A lot of changes, very co-ed, very co-ed!",0,0,0,0,0,0,0
B:,"So that was, like, shocking to me.",0,0,0,0,0,0,0
B:,That was really interesting.,0,0,0,0,0,0,0
W:,"Now, that brings up an interesting topic.",0,0,0,0,0,0,0
W:,You left for a few years and came back as a graduate student.,0,0,0,0,0,0,0
W:,"Did you notice any differences, any changes, any evolution at all on campus?",0,0,0,0,0,0,0
B:,"Well see, as a graduate student, you’re in a different world.",0,0,0,0,0,0,0
B:,"I was not in touch with people who lived in dormitories, or really in touch with anyone that wasn’t in my department.",0,0,0,0,0,0,0
B:,"And so, I was married by then, and just living in a different world altogether.",0,0,0,0,0,0,0
W:,"Part time, full time?",0,0,0,0,0,0,0
B:,"I was full time, because I had been a teacher for two years, and I came back that third year ",0,0,0,0,0,0,0
B:,deciding that I needed more to teach the students that I had.,0,0,0,0,0,0,0
B:,"Because in English education we’ d been given an approach to teaching that worked very well with bright students, but more and more special needs students were emerging , and I felt like , “Okay, I need something else. ”",0,0,0,0,0,0,0
W:,"Now, let me back up here: when you said they worked with—did you say “White” or “right? ”",0,0,0,0,0,0,0
B:,I didn’t say “White.”,0,0,0,0,0,0,0
W:,"Oh, I’m sorry.",0,0,0,0,0,0,0
W:,"You said, methods that worked some kind of student —",0,0,0,0,0,0,0
B:,"Oh, special needs.",0,0,0,0,0,0,0
W:,"But before that , they worked for —",0,0,0,0,0,0,0
B:,"Oh, bright !",0,0,0,0,0,0,0
W:,"Oh, bright !",0,0,0,0,0,0,0
W:,I’m sorry !,0,0,0,0,0,0,0
B:,Bright students.,0,0,0,0,0,0,0
B:,Bright students.,0,0,0,0,0,0,0
W:,My apologies.,0,0,0,0,0,0,0
B:,Right.,0,0,0,0,0,0,0
B:,"You know, analyzing poems, a lot of analytical kind of thing; and composition through analysis of character themes and that kind of stuff, which you still, it’s still doing in schools.",0,0,0,0,0,0,0
B:,But there are different stratas of kids that had needs that were different from that .,0,0,0,0,0,0,0
B:,"And I said, “Okay, what can I do to empower myself to gain additional skills to reach these students who are not there, but who are showing up in my class every day ?”",0,0,0,0,0,0,0
B:,"And so, I got the idea to go back get a degree in Special Education.",0,0,0,0,0,0,0
B:,"And so, that’s what I received my master’s in.",0,0,0,0,0,0,0
B:,"And so, I don’t really know what the setting was.",0,0,0,0,0,0,0
W:,"So you weren’t involved in the Black Student Union, or —",0,0,0,0,0,0,0
B:,"No, not at that point.",0,0,0,0,0,0,0
B:,"It was just, deal with my husband, and deal with my courses , and that was my focus.",0,0,0,0,0,0,0
B:,You know?,0,0,0,0,0,0,0
W:,"Let’s back up a little bit: you were talking about your parents, and they hadn’t even graduated —",0,0,0,0,0,0,0
B:,High school.,0,0,0,0,0,0,0
W:,High school.,0,0,0,0,0,0,0
W:,"So if I could ask you to go back a little bit and talk about your home life or early schooling; so, that’s a huge decision to be the first.",0,0,0,0,0,0,0
W:,First family member to go to college.,0,0,0,0,0,0,0
B:,"Right, right.",0,0,0,0,0,0,0
B:,In my immediate family.,0,0,0,0,0,0,0
B:,"However, I had three aunts who were teachers .",0,0,0,0,0,0,0
B:,"And so, they motivated me—and my mom.",0,0,0,0,0,0,0
B:,Because my mom was a very smart lady despite the fact that she didn’t finish high school.,0,0,0,0,0,0,0
B:,Hers was more of—she got married early.,0,0,0,0,0,0,0
B:,"My dad came back from the war, and she was being raised by her grandparents, and she felt like, “Okay, I need to make some money to take of myself .”",0,0,0,0,0,0,0
B:,Because it was hard times for the family in general.,0,1,0,0,0,0,0
B:,"And my father came back from the war, and they fell in love, and they got married.",0,0,0,0,0,0,0
B:,"And so, when he came from the war , he wanted a trade.",0,0,0,0,0,0,0
B:,"Then, that was the big thing in Black families for the men to get trades , because they —being a brick mason, or a carpenter and all that, paid some pretty good money.",0,0,0,0,0,0,0
B:,"And so, my father went to Bethune-",0,0,0,0,0,0,0
B:,Cookman College Trade School on the GI Bill.,0,0,0,0,0,0,0
B:,"And so, he became a brick mason, and later a subcontractor.",0,0,0,0,0,0,0
B:,"So for thirty-eight years, he built houses.",0,0,0,0,0,0,0
B:,"But my mom worked for a prominent White family in town , keeping their house and their children.",0,0,0,0,0,0,0
B:,And so you know they made a very modest living.,0,0,0,0,0,0,0
B:,They built our home.,0,0,0,0,0,0,0
B:,I was one of four children.,0,0,0,0,0,0,0
B:,"They really preached education to all of us; however, I was the only one that went to college.",0,0,0,0,0,0,0
B:,"I thought I would be the beginning , but somewhere along the way , the others didn’t take to it.",0,0,0,0,0,0,0
B:,I’ve always been highly motivated for education—,0,0,0,0,0,0,0
W:,It sounds like it.,0,0,0,0,0,0,0
B:,Yes.,0,0,0,0,0,0,0
B:,"And I excelled coming through the different grades, and it just seemed like the normal progression for me.",0,0,0,0,0,0,0
B:,So.,0,0,0,0,0,0,0
W:,"So, you mentioned that you were the only Black student in your junior college— classes, is that correct?",0,0,0,0,0,0,0
B:,Classes.,0,0,0,0,0,0,0
W:,Class.,0,0,0,0,0,0,0
W:,So were the teachers encouraging to go on to—?,0,0,0,0,0,0,0
B:,"No, the teachers didn’t say anything to me personal .",0,0,0,0,0,0,0
B:,"It was just, they taught their course .",0,0,0,0,0,0,0
B:,"They didn’t say anything good or bad, just taught the content.",0,0,0,0,0,0,0
B:,"And so, my reinforcement pretty much came from my family .",0,0,0,0,0,0,0
B:,"And my teachers through the years always told me I was special, always told me I was smart.",0,0,0,0,0,0,0
B:,"I was an honors student, honor society, I was in the campus leadership, was a part of the band as one of those little flag girl sort of things, kind of a half-majorette, half-flag girl—",0,0,0,0,0,0,0
W:,Here at UF?,0,0,0,0,0,0,0
B:,"No, no, no, that —",0,0,0,0,0,0,0
W:,It’s junior high.,0,0,0,0,0,0,0
B:,"No, that was in high school.",0,0,0,0,0,0,0
B:,So I was involved with a lot things that gave me a lot of self-assurance.,0,0,0,0,0,0,0
B:,"And so, I think that helped me to come here and just deal with the way things were.",0,0,0,0,0,0,0
B:,"And I love this place—I love Florida, I’m a Gator all the way.",0,0,0,0,0,0,0
W:,"So, let me ask this: what led you to come the University of Florida?",0,0,0,0,0,0,0
W:,What was your decision-making there?,0,0,0,0,0,0,0
B:,"At first, I was thinking of going to Dillard in New Orleans, which is a Black school.",0,0,0,0,0,0,0
B:,Purely because I wanted to go to Mardi Gras.,0,0,0,0,0,0,0
W:,You mentioned the partying.,0,0,0,0,0,0,0
B:,From the pictures of Mardi Gras.,0,0,0,0,0,0,0
B:,"And my parents didn’t know, I don’t think so.",0,0,0,0,0,0,0
W:,Why not?,0,0,0,0,0,0,0
B:,"Well, they said, “That’s too far away, we don’t have the money to support you in that.",0,0,0,0,0,0,0
B:,We can’t bring you home for the holidays.,0,0,0,0,0,0,0
B:,It’s too far for us to send for you if there’s an emergency whatever.,0,0,0,0,0,0,0
B:,We think it’s better if you go to junior college.,0,0,0,0,0,0,0
B:,"And then, when you go to junior college, then you can go to one of the state schools, and that will be better for you and for us. ”",0,0,0,0,0,0,0
B:,"So, after really putting up a big fuss, I lost.",0,0,0,0,0,0,0
W:,It’s probably just as well.,0,0,0,0,0,0,0
B:,"Well, and you know what?",0,0,0,0,0,0,0
B:,"I’m happy about it, because I just got a really good experience at Florida.",0,0,0,0,0,0,0
B:,I have no regrets.,0,0,0,0,0,0,0
B:,It’s good.,0,0,0,0,0,0,0
W:,Did you consider any historically -Black colleges in Florida?,0,0,0,0,0,0,0
B:,"No—well , let’s see.",0,0,0,0,0,0,0
B:,"Well, I’m from Daytona, so there’s Bethune-",0,0,0,0,0,0,0
B:,Cookman there .,0,0,0,0,0,0,0
B:,But very few kids want to go school in their home town.,0,0,0,0,0,0,0
B:,"I wanted to get out of town, so .",0,0,0,0,0,0,0
B:,"And I don’t know, Florida A&M never interested me, although my friends went to Florida A&M, a lot of them went to Bethune, some of them went to, like, Spelman, and different colleges in Atlanta and Tennessee and",0,0,0,0,0,0,0
B:,"all those things, but I, you know; no.",0,0,0,0,0,0,0
B:,I didn’t consider any of them .,0,0,0,0,0,0,0
B:,"But once I got, I was settled on the idea of junior college , and I said, “Hey, if I go to junior college,” I figured out, then I can go to UF or FSU as a transfer student.",0,0,0,0,0,0,0
B:,"So I said, “Okay, that’s good.”",0,0,0,0,0,0,0
B:,"I knew that my aunt was over here, so I knew that my aunt was over here.",0,0,0,0,0,0,0
B:,"And I said, “Okay, that’s close to home, so they can’t say anything about , ‘Oh, we can’t get you home,’ because I can catch a ride home. ”",0,0,0,0,0,0,0
B:,"And in fact, many times I did.",0,0,0,0,0,0,0
B:,I caught rides with people.,0,0,0,0,0,0,0
B:,"There was a board in the student union building where they could post , “I’m going such and such, anybody want a ride?”",0,0,0,0,0,0,0
B:,"And I would go and look on that board, and it worked out.",0,0,0,0,0,0,0
B:,"And I met people who were from Daytona I never knew, but I had made their acquaintance .",0,0,0,0,0,0,0
B:,And it turned out to be a win-win deal.,0,0,0,0,0,0,0
B:,"Later on, some of my teachers came over here for a master’s, and I would go home with them —you know, in my senior year.",0,0,0,0,0,0,0
B:,"So , it was good.",0,0,0,0,0,0,0
W:,Sounds nice.,0,0,0,0,0,0,0
B:,"So my daughter, when she was a baby, I always —I brainwashed her into being a Gator .",0,0,0,0,0,0,0
B:,"Because all she ever heard—I married someone here locally, but divorced early in her life.",0,0,0,0,0,0,0
B:,"But she came over here constantly for different holidays in the summer, and she would always be brought out here to Gator stuff.",0,0,0,0,0,0,0
B:,And she has a cousin who’s a cheerleader:,0,0,0,0,0,0,0
B:,"Robin Griffin, who was a cheerleader in the 80s.",0,0,0,0,0,0,0
B:,"Went here, got a degree from here.",0,0,0,0,0,0,0
B:,Would bring her out here.,0,0,0,0,0,0,0
B:,And her father would bring her out here to watch the scrimmages and all that kind of stuff.,0,0,0,0,0,0,0
B:,So she was a Gator way before she was really had a chance to—!,0,0,0,0,0,0,0
W:,She didn’t have a chance.,0,0,0,0,0,0,0
B:,"No, she didn’t have a chance.",0,0,0,0,0,0,0
W:,And did she enjoy her stay here?,0,0,0,0,0,0,0
B:,"Yes, she had a very different experience.",0,0,0,0,0,0,0
B:,She enjoyed it.,0,0,0,0,0,0,0
W:,"I was going to ask you; did you guys have a chance to talk about the different, your experiences here at UF?",0,0,0,0,0,0,0
W:,And the changes?,0,0,0,0,0,0,0
W:,Aside from boys in the restroom?,0,0,0,0,0,0,0
B:,"Well, she felt like, honest to goodness, that the system was hostile.",0,0,0,0,0,0,0
B:,She said they out to flunk you day one!,1,0,0,0,0,0,0
W:,"Was that because she’s Black, or just because that’s the way teachers always treat students?",0,0,0,0,0,0,0
B:,"Not because she was Black, but because they’re trying to weed people out.",0,0,0,0,0,0,0
W:,What was her major?,0,0,0,0,0,0,0
B:,"Well, when she first came, she was thinking about Business.",0,0,0,0,0,0,0
B:,Then it was Physical Therapy.,0,0,0,0,0,0,0
B:,She finally majored in Speech Pathology.,0,0,0,0,0,0,0
B:,Turned out to be a very good choice.,0,0,0,0,0,0,0
B:,Very good choice.,0,0,0,0,0,0,0
B:,"Next week, she’s opening her own clinic.",0,0,0,0,0,0,0
W:,"Oh, good for her!",0,0,0,0,0,0,0
B:,"So, that was very productive.",0,0,0,0,0,0,0
W:,Right.,0,0,0,0,0,0,0
W:,But she found the teachers hostile.,0,0,0,0,0,0,0
B:,"It wasn’t that this one per se, it’s the system.",0,0,0,0,0,0,0
B:,The system.,0,0,0,0,0,0,0
B:,She said it’s very cold .,0,0,0,0,0,0,0
B:,Cold and impersonal.,0,0,0,0,0,0,0
B:,"It’s, like, set up to knock so many kids out, you know, the freshman year.",0,0,0,0,0,0,0
B:,"Weed it down so that by the time they have to choose a college, they have fewer people to deal with.",0,0,0,0,0,0,0
B:,But she found it an unfriendly system.,0,0,0,0,0,0,0
B:,"But, you know, she prospered.",0,0,0,0,0,0,0
B:,She did fine.,0,0,0,0,0,0,0
B:,She got her bachelor ’s.,0,0,0,0,0,0,0
B:,She just started to get over the fact that she was not admitted to grad school.,0,0,0,0,0,0,0
B:,She was really POed about that.,0,0,0,0,0,0,0
B:,"She said, “I’m one of their own.",0,0,0,0,0,0,0
B:,I didn’t come here from someplace else.,0,0,0,0,0,0,0
B:,I came here as a freshman.,0,0,0,0,0,0,0
B:,"I duked it out that whole time, got my degree; I should’ ve been given priority, not somebody from Kalamazoo. ”",0,0,0,0,0,0,0
B:,"And I don’t know, I think they have reasons for letting other people in, and sending most of their kids other places.",0,0,0,0,0,0,0
B:,"I’m not sure what it’s all about, but it was a very uneasy time.",0,0,0,0,0,0,0
B:,"But she received her master ’s from Howard University, which is a Black school.",0,0,0,0,0,0,0
B:,And a very good school.,0,0,0,0,0,0,0
W:,"Yeah, I’m from the D .C.-Baltimore area, so I’m familiar with Howard.",0,0,0,0,0,0,0
B:,"And what I said to her was, it was divine intervention.",0,0,0,0,0,0,0
B:,"It was your opportunity to see the best of both worlds, and you’re the better for it.",0,0,0,0,0,0,0
B:,She said it was a different atmosphere there.,0,0,0,0,0,0,0
B:,"It was a more loving atmosphere, it was a smaller, just warm, “I’ll help you ,” fuzzy kind of thing.",0,0,0,0,0,0,0
W:,"Well, you’re in the big city.",0,0,0,0,0,0,0
B:,Right .,0,0,0,0,0,0,0
B:,"But, she said, “If you can make it at Florida, you can make it anywhere.”",0,0,0,0,0,0,0
B:,Because she said you’re on your own at Florida!,0,0,0,0,0,0,0
B:,"So, I said it was just in preparation for what you needed to do in graduate school, which was to work all day for a grade and then go to classes at night.",0,0,0,0,0,0,0
B:,"And so, she did well.",0,0,0,0,0,0,0
B:,"She’s had managerial jobs, she was able to move all about the country, working with the geriatric populations —which is what she prefers, but she could work at schools or whatever.",0,0,0,0,0,0,0
B:,"A year ago, she and two other ladies formed a company for speech and language services, and so they’ reopening their clinic after one year, this week.",0,0,0,0,0,0,0
W:,Congratulations to her.,0,0,0,0,0,0,0
B:,"And they’ve really extended their clientele to early intervention, geriatric , as well as schools.",0,0,0,0,0,0,0
B:,So.,0,0,0,0,0,0,0
W:,"Just to move to the social area, you said that you felt —I forget your exact words, but you said something about, no one invited you join anything, it was very cold socially.",0,0,0,0,0,0,0
W:,"Did she notice anything different when she was here, some thirty-some-odd years later?",0,0,0,0,0,0,0
B:,"She really didn’t comment on it, but she never said that she was invited to join anything.",0,0,0,0,0,0,0
B:,And I don’t think she did join anything.,0,0,0,0,0,0,0
B:,It was basically going to class .,0,0,0,0,0,0,0
B:,"She got a job, she worked at the library .",0,0,0,0,0,0,0
B:,"Same thing that I did, worked in the library.",0,0,0,0,0,0,0
B:,"At one point she was working at —I don’t know, maybe working for SGA or something in the reception area.",0,0,0,0,0,0,0
B:,Worked different little jobs along the way .,0,0,0,0,0,0,0
B:,"But, she didn’t make a comment.",0,0,0,0,0,0,0
W:,Okay.,0,0,0,0,0,0,0
W:,"Well, I’m pretty much done.",0,0,0,0,0,0,0
W:,"You’ve covered all my questions, even without me asking them, so that’s a beautiful thing.",0,0,0,0,0,0,0
W:,"So, if you have anything else you maybe wanted to mention here about your life at Florida, or your involvement with this organization?",0,0,0,0,0,0,0
B:,"The only thing, I’ve been a little POed, and I’m not exactly sure who to aim it at.",0,0,0,0,0,0,0
B:,"But, okay: this is my third year coming to this particular activity, but when announcements or when the cards are sent out about it, they send them to my daughter.",0,0,0,0,0,0,0
W:,In your name?,0,0,0,0,0,0,0
B:,"No, they just send them to my daughter.",0,0,0,0,0,0,0
B:,"Because she was a student here, too.",0,0,0,0,0,0,0
B:,It’s like they don’t know I’m living .,0,0,0,0,0,0,0
B:,"And every year, I fill out some papers, and I’m saying, “Okay, what’s going on here ?",0,0,0,0,0,0,0
B:,Is somebody asleep on the job?”,0,0,0,0,0,0,0
B:,"And then , also, I found out that the College of Education had some kind of activity at the president’s house yesterday.",0,0,0,0,0,0,0
B:,"I received no notice about that, and both of my degrees are in Education.",0,0,0,0,0,0,0
B:,"And my niece received one, the one that was a former cheerleader.",0,0,0,0,0,0,0
B:,"And my friend received another notice for October, for Homecoming, about some other activity .",0,0,0,0,0,0,0
B:,"And I’m going, “Okay, I know they have my name somewhere, because they send me the publications and other things.",0,0,0,0,0,0,0
B:,"So, what is the deal?”",0,0,0,0,0,0,0
W:,"Gee, I don’t know.",0,0,0,0,0,0,0
W:,I don’t know much about the organization but that’s certainly something you need to look into.,0,0,0,0,0,0,0
B:,Yeah.,0,0,0,0,0,0,0
B:,"So, I need to get to the bottom of that.",0,0,0,0,0,0,0
W:,That’s one of the drawbacks of a big school.,0,0,0,0,0,0,0
W:,A lot of paperwork.,0,0,0,0,0,0,0
B:,"One other thing that concerns me: the number of friends that I know that —and people that I met —that say, “ I’m a Florida graduate, I’m a Gator ,” but they don’t come here.",0,0,0,0,0,0,0
B:,They don’t do this .,0,0,0,0,0,0,0
B:,"They don’t —I realize getting a ticket to the game is hard, but they don’t try to come back to the university .",0,0,0,0,0,0,0
B:,And I don’t quite understand what the dynamics —.,0,0,0,0,0,0,0
W:,"Do you mean as part of the Association of Black Alumni, or just in general as active alumni?",0,0,0,0,0,0,0
B:,"In general, as anything.",0,0,0,0,0,0,0
B:,"And, I don’t know .",0,0,0,0,0,0,0
B:,"When I talk to some of them, some of them express the feeling of maybe being maybe ostracized or left out .",0,0,0,0,0,0,0
B:,"And, “Yeah, I went to school there, but I don’t see anything —.”",0,0,0,0,0,0,0
B:,Whatever.,0,0,0,0,0,0,0
B:,"I don’t know, I don’t understand that because you know, I went to school there, too; and even though I didn’t belong to a club and stuff , I still know that I’m a Gator .",0,0,0,0,0,0,0
B:,"And I still love being in Gainesville, I love being on campus, and I think about all the happy things that happened to me there.",0,0,0,0,0,0,0
B:,"And did somebody beat you across the head, or hurt your feelings or something ?",0,0,0,0,0,0,0
B:,But I don’t know .,0,0,0,0,0,0,0
B:,"It’s some kind of feeling , and I don’t know how to get —",0,0,0,0,0,0,0
W:,Yeah.,0,0,0,0,0,0,0
W:,Some people are just affected it differently .,0,0,0,0,0,0,0
W:,Or not affected.,0,0,0,0,0,0,0
B:,Right .,0,0,0,0,0,0,0
B:,"And so, it saddens me, because I look around and say , “Okay, where are the people from my generation?",0,0,0,0,0,0,0
B:,I’d like to see them. ”,0,0,0,0,0,0,0
B:,I’ve even tried to find some of them on Facebook .,0,0,0,0,0,0,0
B:,"I found one guy , and just as I started a little dialog with him, all of the sudden the curtains came down.",0,0,0,0,0,0,0
B:,"I don’t know if his wife, or I don’t know what happened; but all of the sudden, I started to see more details about the family .",0,0,0,0,0,0,0
B:,"I say, “Okay, that’s fine .",0,0,0,0,0,0,0
